magnitude,mmi,sig,nst,dmin,gap,depth,latitude,longitude
6.6,3.0,677.0,0.0,2.022,16.0,614.0,-4.8626,108.163
6.5,7.0,1360.0,51.0,0.3225,220.0,28.737,40.652,-124.692
6.9,6.0,732.0,0.0,3.934,15.0,615.42,-19.8015,-178.4
6.5,7.0,693.0,229.0,0.0,20.0,17.0,-41.704,174.337
6.7,7.0,691.0,462.0,0.0,0.0,62.0,-27.535,-70.586
6.9,5.0,732.0,798.0,0.0,31.2,188.6,55.682,160.003
6.9,7.0,951.0,0.0,0.402,25.0,6.43,40.2893,25.3889
7.5,8.0,943.0,0.0,5.48,17.0,25.21,-6.0699,142.754
6.5,8.0,1320.0,27.0,0.357,55.79,2.7,38.1689,-117.85
6.9,7.0,988.0,382.0,0.0,34.7,26.0,-36.422,-72.96
7.3,6.0,830.0,0.0,1.402,11.0,46.0,-30.6441,-178.1
6.8,4.0,779.0,664.0,0.0,18.2,350.4,36.808,134.85
7.2,7.0,802.0,432.0,0.0,18.6,20.0,3.886,126.387
6.5,6.0,650.0,700.0,0.0,47.4,43.0,51.148,157.522
6.6,4.0,676.0,225.0,0.0,78.5,27.8,34.064,141.491
6.5,6.0,678.0,0.0,1.293,19.0,10.0,34.1818,25.7101
6.5,6.0,650.0,264.0,0.0,16.6,10.0,-3.898,152.127
6.8,6.0,831.0,0.0,1.422,8.0,35.0,38.9056,142.032
6.7,6.0,731.0,358.0,0.0,33.9,21.0,-35.38,-72.834
6.6,6.0,671.0,0.0,3.557,13.0,53.19,-5.9873,148.232
7.3,6.0,1221.0,934.0,0.0,15.5,170.0,1.929,-76.362
6.9,3.0,733.0,0.0,5.485,19.0,405.69,-21.9724,-178.204
6.5,6.0,650.0,316.0,0.0,0.0,24.0,13.626,-90.774
6.8,6.0,947.0,0.0,0.817,35.0,25.0,-34.2364,-72.3102
7.3,6.0,932.0,0.0,0.918,24.0,10.0,-37.596,179.544
6.6,7.0,670.0,111.0,0.0,16.0,10.0,10.701,-42.594
7.2,8.0,2331.0,0.0,1.178,23.0,10.0,18.3521,-73.4804
6.6,7.0,693.0,0.0,1.697,20.0,17.0,39.2732,73.9776
6.7,4.0,691.0,50.0,0.936943,126.0,33.0,52.48,-167.736
8.8,8.0,1991.0,454.0,0.0,17.8,22.9,-36.122,-72.898
7.1,6.0,799.0,0.0,1.271,11.0,33.0,1.6213,126.416
6.7,6.0,700.0,0.0,2.11,16.0,223.0,-23.1125,-66.688
6.7,6.0,797.0,145.0,1.151,37.0,20.0,7.6712,-82.3396
7.3,8.0,2397.0,0.0,2.936,29.0,41.0,37.7015,141.587
9.1,8.0,2184.0,541.0,0.0,9.5,29.0,38.297,142.373
6.9,7.0,745.0,0.0,0.0,0.0,36.4,56.7744,-153.281
6.6,5.0,670.0,0.0,3.246,12.0,23.0,-6.5108,154.46
6.5,6.0,651.0,358.0,0.0,20.7,21.0,2.164,96.786
6.5,5.0,650.0,0.0,4.629,36.0,11.0,-15.4994,-173.029
8.1,6.0,1055.0,520.0,0.0,20.8,18.0,-15.489,-172.095
7.3,7.0,1563.0,0.0,0.677,11.0,15.0,27.8087,86.0655
6.5,6.0,651.0,480.0,0.0,20.7,29.0,50.958,157.408
6.7,5.0,693.0,269.0,0.0,13.8,64.0,-5.157,153.782
6.6,7.0,678.0,0.0,2.353,18.0,12.0,-1.2923,120.431
6.8,6.0,711.0,444.0,0.0,33.8,36.0,2.908,95.592
6.8,5.0,762.0,162.0,1.505,30.0,220.0,-23.6141,-66.7236
7.4,5.0,842.0,594.0,0.0,27.5,10.0,33.184,137.071
7.1,7.0,776.0,257.0,0.0,0.0,85.7,13.088,144.619
7.6,8.0,1799.0,271.0,1.153,69.0,26.943,18.3667,-103.252
6.5,6.0,674.0,0.0,0.388,49.0,16.0,-27.9285,-71.3937
7.6,7.0,889.0,375.0,0.0,0.0,10.0,-1.757,134.297
6.8,7.0,724.0,759.0,0.0,23.6,35.0,42.9,145.228
6.7,5.0,935.0,0.0,8.139,12.0,110.0,13.6989,120.713
6.9,7.0,847.0,474.0,0.0,46.5,24.0,-14.438,-75.966
6.6,4.0,672.0,0.0,1.596,33.0,43.21,2.258,126.758
6.8,7.0,1441.0,67.0,0.0,31.0,51.798,47.149,-122.727
6.6,5.0,676.0,0.0,0.529,21.0,13.0,-21.5027,168.598
6.5,6.0,651.0,0.0,1.638,25.0,68.0,-10.0207,161.503
7.2,6.0,918.0,611.0,0.0,20.6,38.0,3.748,96.018
7.8,9.0,936.0,368.0,0.0,0.0,10.0,35.946,90.541
6.5,7.0,718.0,0.0,2.822,36.0,15.0,9.9071,125.452
6.7,6.0,691.0,422.0,0.0,0.0,24.0,-17.745,-71.649
7.4,7.0,842.0,514.0,0.0,78.8,33.0,41.774,143.593
6.5,3.0,650.0,0.0,3.651,22.0,44.26,-32.9076,-177.881
7.3,6.0,820.0,457.0,0.0,0.0,33.0,-10.491,160.77
6.7,7.0,718.0,0.0,1.008,44.0,20.0,-19.9807,-70.7022
7.0,7.0,771.0,929.0,0.0,23.9,39.0,43.006,145.119
6.8,5.0,713.0,551.0,0.0,26.2,150.0,-15.798,167.789
7.4,8.0,1494.0,0.0,0.151,30.0,20.0,15.9163,-95.9533
6.6,6.0,671.0,0.0,2.435,16.0,50.0,-2.0967,100.665
6.7,5.0,776.0,352.0,0.0,50.3,13.0,24.696,-109.156
6.5,7.0,733.0,0.0,0.428,19.0,10.0,6.9098,125.178
6.6,8.0,1043.0,141.0,8.454,34.0,12.0,29.7263,102.279
7.2,5.0,799.0,0.0,4.823,14.0,16.37,-22.4765,173.117
7.1,7.0,776.0,426.0,0.0,0.0,35.0,1.271,126.249
6.6,5.0,675.0,291.0,0.0,17.7,13.0,-4.892,134.03
6.6,6.0,670.0,352.0,0.0,18.6,11.0,-6.482,151.195
7.6,5.0,1115.0,682.0,0.0,10.2,28.0,10.811,126.638
6.6,6.0,670.0,419.0,0.0,27.8,33.0,-5.095,152.502
8.0,8.0,1385.0,625.0,0.0,25.7,39.0,-13.386,-76.603
6.5,5.0,654.0,247.0,0.0,25.5,14.0,-16.527,176.989
6.8,7.0,771.0,596.0,0.0,19.3,45.0,-28.094,-70.653
6.5,5.0,650.0,605.0,0.0,0.0,123.8,39.402,141.089
7.6,7.0,889.0,428.0,0.0,0.0,13.0,-3.302,142.945
7.9,4.0,979.0,0.0,1.431,12.0,670.81,-18.4743,179.35
6.7,4.0,710.0,515.0,0.0,24.0,9.0,-10.004,107.236
6.5,6.0,654.0,429.0,0.0,28.3,22.0,-2.405,99.931
6.7,5.0,708.0,0.0,1.256,123.0,10.0,24.913,-109.623
6.9,5.0,740.0,399.0,0.0,12.1,21.0,-10.878,161.116
6.6,6.0,765.0,0.0,0.41,35.0,85.0,15.8015,-93.633
6.7,7.0,718.0,0.0,0.853,35.0,23.0,-31.5173,-71.804
6.5,6.0,650.0,646.0,0.0,0.0,21.0,13.036,93.068
6.7,5.0,691.0,0.0,1.529,11.0,12.0,-9.307,158.403
6.8,4.0,711.0,0.0,2.308,12.0,5.0,54.0312,170.92
6.5,7.0,664.0,0.0,0.283,56.0,9.0,-42.6058,173.254
6.6,5.0,670.0,475.0,0.0,26.2,113.7,-19.262,168.892
7.7,7.0,995.0,610.0,0.0,22.4,40.0,-22.247,-69.89
7.6,6.0,889.0,315.0,0.0,25.2,10.0,-60.532,-43.411
7.7,8.0,1421.0,506.0,0.0,26.6,80.0,28.033,61.996
6.5,4.0,650.0,424.0,0.0,29.9,228.4,-13.174,167.198
6.6,5.0,719.0,446.0,0.0,21.1,27.0,11.245,-86.172
7.0,6.0,758.0,0.0,1.778,18.0,39.0,-5.7012,151.205
7.5,5.0,874.0,570.0,0.0,21.6,22.0,1.065,126.282
7.3,7.0,850.0,405.0,0.0,20.2,25.0,-17.541,168.069
6.8,7.0,716.0,285.0,0.0,40.1,26.0,-22.925,-70.237
7.5,7.0,1018.0,696.0,0.0,26.2,115.0,-5.678,-76.398
6.9,5.0,732.0,0.0,0.751,35.0,20.0,-29.9772,-177.725
7.1,7.0,843.0,0.0,4.446,17.0,40.0,-15.8385,-74.5112
6.6,5.0,670.0,491.0,0.0,11.5,31.0,-6.475,154.607
7.1,5.0,793.0,573.0,0.0,12.0,23.0,-17.827,167.133
6.6,6.0,703.0,323.0,0.0,48.2,14.0,28.164,-112.117
6.5,4.0,650.0,0.0,3.923,14.0,20.0,49.2902,156.297
7.3,6.0,820.0,398.0,0.0,43.0,11.0,-60.857,-25.07
6.7,7.0,697.0,0.0,5.457,19.0,20.49,-6.3043,142.612
7.7,4.0,918.0,0.0,7.989,15.0,10.0,-23.2787,171.489
7.2,5.0,798.0,643.0,0.0,28.4,14.0,33.07,136.618
6.5,6.0,650.0,405.0,0.0,48.4,33.0,8.416,-82.824
6.6,8.0,784.0,0.0,5.128,14.0,10.0,12.0065,124.13
6.6,3.0,670.0,0.0,2.6,9.0,614.0,6.1572,123.126
6.7,7.0,708.0,279.0,0.0,24.3,12.0,28.412,59.18
8.2,7.0,2910.0,0.0,0.944,22.0,47.39,15.0222,-93.8993
6.5,8.0,1410.0,0.0,0.885,31.0,12.06,44.4646,-115.118
6.5,7.0,698.0,390.0,0.0,17.7,27.0,-19.394,-70.321
6.6,7.0,805.0,401.0,0.0,22.9,10.0,33.807,130.131
7.0,7.0,1000.0,474.0,0.0,95.9,13.0,28.696,-113.104
7.9,9.0,1750.0,0.0,0.0,0.0,4.2,63.5141,-147.453
6.5,5.0,650.0,0.0,7.568,18.0,38.0,-58.6262,-25.304
6.6,4.0,670.0,0.0,12.896,19.0,16.0,-60.2152,-26.5801
6.9,7.0,1202.0,243.0,0.0,35.0,10.0,29.039,-112.903
6.6,6.0,670.0,421.0,0.0,16.6,18.0,-10.994,165.741
6.8,6.0,711.0,509.0,0.0,30.1,147.0,-22.361,-67.895
7.0,3.0,755.0,142.0,4.578,26.0,660.0,-26.0442,178.381
7.5,7.0,1448.0,0.0,0.622,18.0,231.0,36.5244,70.3676
6.8,4.0,711.0,0.0,2.019,13.0,219.96,-17.0309,168.52
6.7,6.0,844.0,0.0,1.269,98.0,11.0,-35.4758,-73.163
6.6,6.0,674.0,421.0,0.0,17.7,25.0,-2.332,99.891
6.7,6.0,732.0,444.0,0.0,53.4,23.0,-13.457,-76.677
6.5,4.0,650.0,0.0,2.124,15.0,20.0,-6.2304,152.807
6.5,4.0,650.0,0.0,6.489,17.0,15.0,-56.414,-25.7432
6.8,7.0,1179.0,175.0,2.137,92.0,20.0,18.33,-102.913
6.7,5.0,726.0,0.0,3.38,17.0,152.0,-7.5082,127.921
6.8,7.0,1046.0,633.0,0.0,20.2,108.0,39.802,141.464
6.6,7.0,822.0,586.0,0.0,10.1,11.0,37.001,140.401
6.5,6.0,651.0,0.0,3.144,22.0,13.0,3.8965,126.862
7.5,6.0,1248.0,303.0,0.0,18.2,24.0,14.099,92.902
6.5,4.0,650.0,426.0,0.0,18.7,176.0,-13.571,167.227
6.9,6.0,972.0,397.0,0.0,11.0,130.0,-6.133,130.385
7.0,6.0,897.0,0.0,0.698,21.0,19.0,-37.3586,179.146
6.8,6.0,711.0,500.0,0.0,22.2,25.0,41.892,143.754
6.7,4.0,702.0,0.0,1.444,17.0,12.0,31.0009,128.873
6.7,6.0,691.0,282.0,0.0,0.0,17.0,-7.41,155.865
6.7,6.0,915.0,447.0,0.0,15.3,91.0,2.965,97.893
7.1,5.0,843.0,517.0,0.0,8.7,155.0,-6.533,129.825
6.7,6.0,691.0,556.0,0.0,55.4,32.0,42.648,144.57
6.9,5.0,739.0,0.0,1.55,16.0,15.0,-61.8484,-55.559
8.2,6.0,1237.0,0.0,0.875,66.0,46.66,55.4742,-157.917
7.3,5.0,994.0,417.0,0.0,37.0,28.0,12.139,-88.59
6.6,4.0,704.0,0.0,3.773,37.0,10.0,-49.4837,164.016
7.1,7.0,1075.0,0.0,4.29,23.0,39.0,-15.7675,-74.7092
6.8,5.0,713.0,0.0,1.421,19.0,39.0,1.9604,126.575
6.7,6.0,696.0,0.0,1.507,15.0,40.0,-5.5024,151.402
6.6,4.0,670.0,728.0,0.0,18.3,187.1,36.512,71.029
7.3,6.0,1570.0,0.0,1.822,15.0,146.82,10.7731,-62.9019
7.7,7.0,918.0,0.0,3.564,13.0,10.0,54.4434,168.857
6.7,5.0,776.0,0.0,1.319,19.0,10.0,-39.3264,-74.9067
6.8,5.0,711.0,64.0,0.0,0.0,33.0,6.631,126.899
6.7,3.0,691.0,0.0,3.745,23.0,550.0,-18.3604,-178.063
6.9,3.0,732.0,0.0,11.255,16.0,10.0,0.9604,-26.8332
6.5,4.0,669.0,0.0,1.611,63.0,10.0,49.2586,-129.412
6.5,4.0,650.0,0.0,2.109,22.0,17.0,-21.7427,169.522
6.9,6.0,736.0,531.0,0.0,20.7,41.0,50.954,157.283
7.7,9.0,912.0,472.0,0.0,0.0,16.0,23.419,70.232
7.1,7.0,780.0,377.0,0.0,15.0,10.0,-8.783,157.354
7.5,5.0,865.0,228.0,0.0,30.7,280.0,-5.859,107.419
7.4,7.0,846.0,314.0,0.0,21.1,23.0,-0.691,133.305
6.5,7.0,650.0,533.0,0.0,0.0,10.0,7.929,-82.793
6.5,5.0,668.0,0.0,3.097,11.0,112.0,-7.44,128.221
7.1,4.0,1005.0,447.0,0.0,14.2,292.0,33.167,137.944
7.5,8.0,869.0,0.0,1.295,22.0,55.0,-5.4624,151.875
6.6,3.0,671.0,0.0,4.121,19.0,591.0,-20.3641,-178.57
6.6,6.0,701.0,413.0,0.0,16.7,34.0,13.667,92.831
7.5,6.0,865.0,234.0,0.0,0.0,33.0,-4.102,123.907
7.7,9.0,1057.0,0.0,1.029,44.0,22.4,-20.5709,-70.4931
6.5,6.0,690.0,0.0,3.026,22.0,110.0,-4.455,-76.9395
6.7,7.0,691.0,370.0,0.0,15.4,16.0,-1.617,134.276
6.6,7.0,672.0,282.0,0.0,16.6,10.0,-8.726,157.487
7.0,5.0,803.0,0.0,1.769,21.0,60.21,5.8983,126.921
6.5,7.0,650.0,349.0,0.0,30.1,5.0,-35.173,-70.525
8.3,8.0,1960.0,0.0,0.684,19.0,22.44,-31.5729,-71.6744
6.7,3.0,694.0,0.0,10.669,45.0,10.0,-17.2495,66.3745
7.3,5.0,820.0,409.0,0.0,12.0,16.0,-19.702,167.947
6.5,5.0,650.0,0.0,0.778,30.0,10.0,-29.9379,-177.516
6.5,4.0,650.0,0.0,1.709,21.0,41.54,-30.9255,-178.323
6.9,4.0,732.0,0.0,4.024,22.0,11.19,-11.0559,163.696
6.7,7.0,744.0,0.0,1.352,21.0,16.0,0.4261,-79.7899
8.0,9.0,1026.0,0.0,0.0,0.0,60.5,-19.99,-173.907
6.7,7.0,1515.0,0.0,1.794,16.0,55.0,24.8036,93.6505
6.5,4.0,650.0,369.0,0.0,18.7,6.8,36.166,141.562
6.7,6.0,692.0,0.0,1.239,12.0,31.0,-5.375,151.771
6.9,5.0,733.0,127.0,0.371,45.0,10.0,-54.1325,159.027
6.7,7.0,691.0,306.0,0.0,21.3,30.1,-3.595,127.214
6.6,4.0,670.0,0.0,6.024,30.0,181.0,-16.1985,167.998
7.6,5.0,916.0,504.0,0.0,14.0,31.0,-23.043,-174.66
6.7,6.0,909.0,0.0,0.289,43.0,66.0,14.6802,-92.4527
6.6,4.0,688.0,0.0,3.259,15.0,12.0,23.5414,126.48
6.5,6.0,675.0,382.0,0.0,12.8,15.0,-9.834,159.465
6.8,5.0,711.0,499.0,0.0,0.0,14.0,23.954,122.734
6.6,7.0,670.0,548.0,0.0,28.0,19.0,60.772,165.743
6.9,6.0,732.0,531.0,0.0,14.9,110.0,-13.501,166.967
7.4,7.0,842.0,418.0,0.0,0.0,30.0,2.824,96.085
7.6,9.0,1267.0,724.0,0.0,21.1,26.0,34.539,73.588
7.3,4.0,820.0,235.0,0.0,46.6,10.0,-22.015,169.766
6.7,4.0,703.0,459.0,0.0,37.3,10.0,49.277,-128.772
7.8,8.0,961.0,0.0,1.836,13.0,40.0,-10.6812,161.327
6.6,6.0,897.0,518.0,0.0,37.2,166.2,17.208,-94.338
7.0,6.0,759.0,0.0,5.205,22.0,11.0,-10.4012,165.141
7.7,5.0,947.0,357.0,0.0,36.8,20.0,-9.284,107.419
6.5,3.0,650.0,23.0,0.0,208.8,37.0,52.502,-168.08
7.0,7.0,768.0,117.0,0.509,17.0,14.0,-9.7963,159.596
7.5,7.0,1145.0,0.0,2.045,15.0,145.0,-2.1862,-77.0505
6.7,6.0,749.0,592.0,0.0,24.9,33.0,39.955,142.205
6.8,5.0,1211.0,112.0,0.6568,229.0,16.441,40.8287,-125.134
7.0,7.0,754.0,690.0,0.0,19.1,68.0,38.849,141.568
8.4,8.0,1086.0,518.0,0.0,0.0,33.0,-16.265,-73.641
6.5,5.0,650.0,0.0,1.937,18.0,12.26,-10.8416,161.314
7.3,6.0,982.0,0.0,1.078,18.0,40.0,12.5262,-88.1225
6.8,6.0,717.0,401.0,0.0,23.2,26.0,-3.762,100.991
7.3,9.0,2790.0,0.0,0.284,33.0,19.0,34.9109,45.9592
6.6,5.0,670.0,353.0,0.0,31.9,16.1,8.879,92.375
7.7,6.0,971.0,0.0,3.294,14.0,196.0,18.5429,145.507
7.2,7.0,827.0,0.0,1.116,18.0,22.0,38.2107,72.7797
7.2,8.0,820.0,708.0,0.0,50.2,15.0,4.695,-77.508
7.0,8.0,2504.0,0.0,0.07,43.0,20.0,16.9502,-99.7877
6.8,6.0,1034.0,0.0,1.065,38.0,38.12,13.7174,-90.9718
6.8,6.0,738.0,0.0,1.921,16.0,96.0,-6.7762,129.785
6.7,4.0,698.0,0.0,1.487,37.0,11.0,0.1684,96.6475
7.0,4.0,763.0,0.0,2.705,26.0,10.0,-22.5732,170.349
6.5,7.0,650.0,482.0,0.0,0.0,5.0,38.573,31.271
6.6,6.0,674.0,229.0,0.0,16.6,10.0,-3.518,144.828
6.5,5.0,810.0,491.0,0.0,27.0,32.0,37.745,141.59
6.9,7.0,1079.0,0.0,0.263,51.0,53.0,14.724,-92.4614
6.6,5.0,677.0,0.0,0.761,20.0,135.0,11.642,-85.8779
6.6,4.0,738.0,0.0,0.789,17.0,212.0,36.4725,71.1311
6.8,6.0,719.0,445.0,0.0,13.0,79.0,-10.375,161.2
6.7,6.0,717.0,656.0,0.0,21.2,19.0,-1.644,99.607
7.1,8.0,1114.0,446.0,0.0,17.7,42.0,38.276,141.588
6.9,4.0,735.0,0.0,2.785,18.0,115.0,-31.7447,-179.373
6.7,3.0,691.0,0.0,2.958,11.0,573.0,53.1995,152.786
7.2,7.0,803.0,494.0,0.0,20.4,120.0,-15.595,167.68
6.5,7.0,652.0,0.0,4.518,44.0,10.0,-16.4796,-177.356
7.3,5.0,1014.0,918.0,0.0,14.8,31.0,37.89,143.949
8.1,5.0,1009.0,331.0,0.0,59.3,10.0,-49.312,161.345
6.5,8.0,740.0,0.0,4.139,30.0,9.0,11.1269,124.629
6.6,6.0,677.0,305.0,0.0,20.4,18.0,-8.207,118.631
6.5,6.0,650.0,477.0,0.0,20.3,34.0,-5.724,151.133
6.7,7.0,691.0,256.0,0.0,33.3,25.7,-3.665,135.339
6.8,7.0,711.0,431.0,0.0,38.4,40.2,-4.694,153.238
7.2,7.0,798.0,428.0,0.0,17.5,28.0,-45.104,167.144
6.9,6.0,737.0,0.0,1.747,26.0,19.73,-10.749,161.132
6.8,5.0,713.0,0.0,7.495,19.0,169.0,-14.5884,167.377
6.5,7.0,650.0,305.0,0.0,39.0,13.4,-0.443,133.091
7.1,6.0,776.0,550.0,0.0,0.0,32.8,24.279,122.179
6.6,7.0,753.0,295.0,0.0,52.8,22.0,-38.067,-73.31
6.7,7.0,1016.0,0.0,0.727,13.0,22.91,27.7711,86.0173
6.5,5.0,665.0,526.0,0.0,18.3,105.0,13.925,120.534
6.9,7.0,1206.0,0.0,2.453,31.0,21.0,-8.319,116.627
7.1,5.0,776.0,569.0,0.0,18.1,201.7,-6.527,129.933
7.7,8.0,912.0,0.0,8.05,23.0,10.0,-60.2738,-46.4011
6.9,6.0,941.0,645.0,0.0,30.6,29.0,36.501,21.67
6.5,7.0,670.0,0.0,0.828,82.0,24.07,-20.3113,-70.5756
6.6,7.0,670.0,0.0,0.0,0.0,4.2,63.5144,-147.912
7.1,5.0,776.0,550.0,0.0,18.4,10.0,-11.183,164.882
6.9,4.0,855.0,0.0,1.796,20.0,10.0,11.9097,-88.8968
7.3,4.0,826.0,0.0,4.493,32.0,527.0,-21.1036,174.895
7.0,7.0,755.0,307.0,0.0,18.1,18.0,-2.174,136.543
6.8,3.0,713.0,0.0,0.803,12.0,476.0,-3.6849,152.792
6.6,7.0,672.0,445.0,0.0,11.0,13.0,-3.214,142.542
6.8,5.0,719.0,701.0,0.0,16.3,12.0,0.093,97.05
6.9,7.0,780.0,0.0,1.192,17.0,29.95,0.4947,-79.616
6.9,8.0,1562.0,383.0,0.0,13.0,50.0,27.73,88.155
6.9,6.0,1188.0,0.0,0.247,35.0,93.0,14.9091,-92.0092
6.8,6.0,711.0,0.0,5.79,9.0,35.0,-6.4456,154.931
6.7,9.0,1247.0,0.0,0.87,49.0,10.0,38.4312,39.0609
7.3,3.0,849.0,0.0,3.813,18.0,627.17,4.4782,122.617
6.9,7.0,734.0,0.0,0.444,39.0,29.0,52.376,-169.446
6.9,4.0,735.0,99.0,2.229,34.0,25.0,-4.9559,100.738
6.8,6.0,741.0,0.0,4.107,18.0,101.0,-14.598,-73.5714
7.2,9.0,2910.0,10.0,0.5137,239.0,9.987,32.2862,-115.295
6.5,7.0,650.0,247.0,0.0,28.7,33.0,-8.294,120.743
6.7,6.0,691.0,529.0,0.0,22.3,27.4,39.533,73.824
6.5,6.0,650.0,317.0,0.0,14.2,28.0,-6.598,148.174
7.0,7.0,1175.0,312.0,0.0,16.3,46.0,-7.782,107.297
6.7,6.0,717.0,0.0,0.281,22.0,46.0,41.9723,142.781
7.3,4.0,820.0,117.0,0.0,24.0,385.5,-3.917,153.927
7.1,5.0,776.0,0.0,7.043,20.0,133.0,-58.5446,-26.3856
8.2,6.0,1213.0,341.0,0.0,14.9,25.1,0.802,92.463
6.5,5.0,683.0,464.0,0.0,48.8,29.0,38.089,142.122
6.5,5.0,651.0,0.0,17.654,23.0,17.0,-54.2189,2.1628
6.9,4.0,734.0,0.0,8.363,48.0,16.7,-58.3814,-23.3318
6.9,5.0,732.0,0.0,0.828,119.0,28.42,-19.8927,-70.9455
7.2,6.0,798.0,0.0,5.803,24.0,78.0,-56.2409,-26.9353
6.5,6.0,650.0,206.0,0.0,0.0,33.0,-4.029,128.02
6.6,5.0,675.0,529.0,0.0,15.7,134.7,-18.685,-174.705
6.6,6.0,808.0,461.0,0.0,18.8,20.0,-39.011,178.291
7.9,4.0,1870.0,0.0,2.585,30.0,14.06,56.0039,-149.166
7.0,6.0,757.0,396.0,0.0,12.7,44.0,-5.746,150.765
6.9,6.0,732.0,117.0,0.0,0.0,28.0,-4.022,101.776
6.8,7.0,711.0,398.0,0.0,39.1,33.0,-30.608,-71.637
7.6,7.0,889.0,398.0,0.0,0.0,33.0,-17.543,-72.077
7.1,7.0,846.0,0.0,1.273,25.0,55.14,6.4547,126.742
6.6,6.0,709.0,640.0,0.0,10.1,118.0,-6.242,145.955
6.9,7.0,740.0,635.0,0.0,26.0,30.0,1.989,97.041
6.5,4.0,681.0,0.0,1.635,30.0,14.83,14.6682,-58.9272
7.1,4.0,776.0,0.0,9.799,32.0,6.0,-60.3026,-24.9992
7.0,6.0,760.0,0.0,1.362,12.0,552.06,-7.2968,122.535
7.0,6.0,754.0,473.0,0.0,30.3,31.0,2.354,128.855
6.7,3.0,691.0,0.0,7.527,17.0,13.0,-43.1219,42.3568
6.6,8.0,670.0,645.0,0.0,28.4,11.0,60.491,167.516
7.8,7.0,946.0,379.0,0.0,23.0,20.1,-3.487,100.082
6.6,4.0,675.0,0.0,2.792,31.0,10.0,6.8431,94.648
6.8,3.0,711.0,131.0,0.0,18.0,602.2,18.728,145.288
6.5,8.0,650.0,555.0,0.0,0.0,10.0,35.626,49.047
8.0,8.0,1890.0,0.0,3.18,17.0,122.57,-5.8119,-75.2697
7.0,7.0,754.0,367.0,0.0,33.0,16.6,-3.615,135.538
6.9,3.0,733.0,0.0,6.012,19.0,414.5,-23.2593,-178.804
6.9,6.0,761.0,0.0,0.784,32.0,12.0,-29.5067,-72.0068
7.0,5.0,761.0,192.0,2.977,45.0,137.0,-21.2077,170.239
7.6,8.0,889.0,579.0,0.0,18.5,22.0,60.949,167.089
7.8,9.0,1545.0,0.0,0.481,21.0,15.11,-42.7373,173.054
7.3,5.0,972.0,550.0,0.0,17.4,32.0,38.435,142.842
6.6,5.0,673.0,668.0,0.0,9.5,25.7,39.241,142.463
7.0,6.0,771.0,0.0,0.617,14.0,10.0,-21.3246,168.671
6.9,3.0,733.0,0.0,4.051,9.0,596.4,-19.7819,-178.244
6.7,7.0,691.0,250.0,0.0,0.0,10.0,-1.511,133.973
7.5,6.0,1425.0,0.0,0.0,0.0,8.7,55.228,-134.859
6.6,6.0,670.0,0.0,2.666,22.0,10.0,-11.1284,162.052
6.5,7.0,653.0,282.0,0.0,46.3,12.0,-27.211,-71.056
7.0,6.0,754.0,482.0,0.0,0.0,37.0,12.686,144.98
6.8,6.0,981.0,0.0,1.802,17.0,82.0,20.9228,94.569
6.6,6.0,754.0,0.0,0.0,0.0,131.8,58.775,-154.701
6.8,6.0,762.0,0.0,0.0,0.0,72.6,56.594,-156.43
7.4,7.0,914.0,607.0,0.0,16.4,26.0,2.768,95.964
6.8,5.0,732.0,597.0,0.0,12.6,198.0,-5.462,147.117
7.6,8.0,1639.0,498.0,0.0,14.0,81.0,-0.72,99.867
7.4,7.0,1542.0,663.0,0.0,13.4,156.0,14.944,-61.274
7.1,9.0,1646.0,77.0,0.04616,43.0,8.0,35.7695,-117.599
6.5,8.0,650.0,483.0,0.0,0.0,10.0,39.059,24.244
8.1,7.0,1009.0,0.0,7.463,78.0,22.79,-58.4157,-25.3206
7.5,5.0,1144.0,514.0,0.0,18.6,35.0,7.881,91.936
6.5,5.0,721.0,529.0,0.0,20.5,224.6,36.357,71.093
7.4,6.0,842.0,0.0,2.885,17.0,39.0,-11.4633,162.051
7.0,6.0,758.0,0.0,0.624,53.0,29.0,51.537,-175.23
